segment_id,recording_id,ego_id,ego_driving_direction,window_start_frame,window_end_frame,anchor_frame,ego_anchor_lane_id,ego_anchor_speed_mps,num_slots_present_at_anchor,event_risk,peak_risk_frame,peak_risk_offset,peak_slot_name,peak_neighbor_id,peak_pair_risk,peak_instant_risk,peak_instant_frame,peak_instant_offset,num_untracked_candidates,max_untracked_pair_risk,max_untracked_neighbor_id,max_untracked_risk_frame,untracked_risk_exceeds_tracked_peak,risk_trace_row,same_front_id,same_front_window_presence_fraction,same_rear_id,same_rear_window_presence_fraction,left_front_id,left_front_window_presence_fraction,left_rear_id,left_rear_window_presence_fraction,right_front_id,right_front_window_presence_fraction,right_rear_id,right_rear_window_presence_fraction,max_sei_instant,max_sei_raw_margin,max_sei_ellipse_intrusion,max_sei_longitudinal_deficit,max_sei_lateral_deficit,max_sei_bbox_overlap
nat_53_000948_010512,53,948,1,10512,10661,10512,4,39.120102459366194,2,0.9940333366394044,10661,149,same_front,946,0.6485718488693237,0.5626239776611328,10512,0,4,0.0,-1,-1,0,145252,946,1.0,-1,0.0,-1,0.0,-1,0.0,944,1.0,-1,0.0,0.5626239776611328,0.6485718488693237,0.6485718488693237,0.9653697609901428,0.5508701801300049,0.0
nat_36_002051_025023,36,2051,1,25023,25172,25023,4,32.840609160354575,3,0.9937536120414734,25172,149,same_rear,2054,0.7061777710914612,0.5697280168533325,25023,0,7,0.0,-1,-1,0,92152,-1,0.0,2054,1.0,-1,0.0,-1,0.0,2043,1.0,2056,1.0,0.5697280168533325,0.7061777710914612,0.7061777710914612,0.9537301063537598,0.6363967061042786,0.0
nat_24_001194_022406,24,1194,2,22406,22555,22406,5,30.710057697245546,4,0.9936631917953492,22555,149,same_rear,1195,0.7056024074554443,0.5336345434188843,22461,55,6,0.0,-1,-1,0,44414,1190,1.0,1195,1.0,-1,0.0,-1,0.0,1187,1.0,1197,1.0,0.5336345434188843,0.7056024074554443,0.7056024074554443,0.6964111328125,0.6006389856338501,0.0
nat_24_001195_022415,24,1195,2,22415,22564,22415,5,30.980160936271155,4,0.9935515522956848,22564,149,same_front,1194,0.7056024074554443,0.5339730381965637,22461,46,6,0.0,-1,-1,0,44416,1194,1.0,1198,1.0,-1,0.0,-1,0.0,1187,0.98,1197,1.0,0.5339730381965637,0.7056024074554443,0.7056024074554443,0.6964111328125,0.5682210922241211,0.0
nat_32_001131_015748,32,1131,2,15748,15897,15748,6,26.96011777857212,4,0.9926587343215942,15897,149,same_rear,1132,0.7139360904693604,0.5418835878372192,15810,62,11,0.0,-1,-1,0,80162,1128,1.0,1132,1.0,-1,0.0,-1,0.0,1126,1.0,1134,1.0,0.5418835878372192,0.7139360904693604,0.7139360904693604,0.9583178758621216,0.6296296119689941,0.0
nat_47_002427_024899,47,2427,2,24899,25048,24899,6,38.62041840142796,2,0.9926252961158752,25048,149,right_front,2426,0.6559659838676453,0.5699782967567444,24953,54,7,0.0,-1,-1,0,129686,2425,1.0,-1,0.0,-1,0.0,-1,0.0,2426,1.0,-1,0.0,0.5699782967567444,0.6559659838676453,0.6559659838676453,0.5790655016899109,0.8621830344200134,0.0
nat_45_001104_012488,45,1104,2,12488,12637,12488,6,30.210105009475765,2,0.9920458793640136,12637,149,same_front,1102,0.6913232207298279,0.6051743030548096,12488,0,5,0.0,-1,-1,0,119673,1102,1.0,-1,0.0,-1,0.0,-1,0.0,1103,1.0,-1,0.0,0.6051743030548096,0.6913232207298279,0.6913232207298279,0.9604532718658448,0.461891621351242,0.0
nat_55_001213_013843,55,1213,1,13843,13992,13843,4,36.81999969482422,2,0.9920426607131958,13992,149,same_front,1211,0.6389355063438416,0.5530432462692261,13843,0,7,0.0,-1,-1,0,151933,1211,1.0,-1,0.0,-1,0.0,-1,0.0,1212,1.0,-1,0.0,0.5530432462692261,0.6389355063438416,0.6389355063438416,0.9244505167007446,0.4909306764602661,0.0
nat_43_001952_022153,43,1952,1,22153,22302,22153,3,32.905811945797126,5,0.991796851158142,22302,149,left_rear,1953,0.7579946517944336,0.5579721331596375,22218,65,6,0.0,-1,-1,0,114294,1948,1.0,1956,1.0,-1,0.0,1953,1.0,1937,1.0,1954,1.0,0.5579721331596375,0.7579946517944336,0.7579946517944336,0.958893060684204,0.8167239427566528,0.0
nat_36_000163_001574,36,163,2,1574,1723,1574,6,32.87012214432355,1,0.9914453029632568,1723,149,same_front,160,0.5642615556716919,0.5642615556716919,1723,149,8,0.0,-1,-1,0,89377,160,1.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,0.5642615556716919,0.5642615556716919,0.5642615556716919,0.470901608467102,0.5848900079727173,0.0
nat_56_001733_022837,56,1733,1,22837,22986,22837,4,36.46044340435703,2,0.991365611553192,22986,149,same_front,1731,0.6372411847114563,0.5513591170310974,22837,0,3,0.2881602346897125,1737,22986,0,155390,1731,1.0,-1,0.0,-1,0.0,-1,0.0,1729,1.0,-1,0.0,0.5513591170310974,0.6372411847114563,0.6372411847114563,0.5324516296386719,0.6721123456954956,0.0
nat_30_001444_016808,30,1444,1,16808,16957,16808,2,24.69005116179065,4,0.9913500547409058,16957,149,left_rear,1447,0.7293931841850281,0.5571977496147156,16918,110,7,0.0,-1,-1,0,73763,1431,1.0,1448,1.0,1441,1.0,1447,1.0,-1,0.0,-1,0.0,0.5571977496147156,0.7293931841850281,0.7293931841850281,0.7532874345779419,0.8857958316802979,0.0
nat_34_000268_003064,34,268,1,3064,3213,3064,4,34.17011669377747,2,0.9910444617271424,3213,149,same_front,266,0.6317432522773743,0.5458953380584717,3090,26,5,0.0,-1,-1,0,84161,266,1.0,-1,0.0,-1,0.0,-1,0.0,264,1.0,-1,0.0,0.5458953380584717,0.6317432522773743,0.6317432522773743,0.9594460725784302,0.6363967061042786,0.0
nat_19_000660_015631,19,660,1,15631,15780,15631,3,40.730078108325365,2,0.9906101822853088,15780,149,same_front,659,0.6241670846939087,0.5383687019348145,15780,149,4,0.0,-1,-1,0,36348,659,1.0,-1,0.0,-1,0.0,-1,0.0,657,1.0,-1,0.0,0.5383687019348145,0.6241670846939087,0.6241670846939087,0.9631164073944092,0.55951988697052,0.0
nat_28_001942_025278,28,1942,1,25278,25427,25278,3,33.39029288941458,4,0.9902564883232116,25418,140,same_front,1941,0.7810388803482056,0.6084751486778259,25333,55,7,0.2086091935634613,1946,25427,0,67859,1941,1.0,1945,1.0,-1,0.0,1943,0.94,-1,0.0,1939,1.0,0.6084751486778259,0.7810388803482056,0.7810388803482056,0.9652947187423706,0.8755018711090088,0.0
nat_55_001352_015497,55,1352,2,15497,15646,15497,7,27.00014999959525,3,0.9900224804878236,15646,149,same_front,1351,0.6677749752998352,0.5316390991210938,15559,62,10,0.1974146664142608,1353,15518,0,152115,1351,1.0,-1,0.0,1350,1.0,-1,0.0,1348,1.0,-1,0.0,0.5316390991210938,0.6677749752998352,0.6677749752998352,0.8965975642204285,0.6363967061042786,0.0
nat_56_000325_004051,56,325,2,4051,4200,4051,6,32.91012291009119,2,0.9898450374603271,4200,149,same_front,324,0.6398351788520813,0.553937554359436,4194,143,10,0.0,-1,-1,0,153599,324,1.0,-1,0.0,-1,0.0,-1,0.0,319,1.0,-1,0.0,0.553937554359436,0.6398351788520813,0.6398351788520813,0.5771617889404297,0.5165631175041199,0.0
nat_22_000623_012333,22,623,1,12333,12482,12333,3,25.52001809098532,4,0.9895414113998412,12482,149,same_rear,625,0.6281545162200928,0.5343636274337769,12453,120,9,0.0,-1,-1,0,40721,621,1.0,625,1.0,-1,0.0,-1,0.0,618,1.0,624,1.0,0.5343636274337769,0.6486756205558777,0.6486756205558777,0.9476467370986938,0.6006389856338501,0.0
nat_55_002012_024251,55,2012,2,24251,24400,24251,6,31.280002285110832,4,0.9894420504570008,24400,149,same_rear,2013,0.709071934223175,0.5370681285858154,24253,2,4,0.0,-1,-1,0,153005,2009,0.7333333333333333,2013,1.0,-1,0.0,-1,0.0,2010,1.0,2015,1.0,0.5370681285858154,0.709071934223175,0.709071934223175,0.9596025943756104,0.6006389856338501,0.0
nat_07_000842_014284,7,842,1,14284,14433,14284,4,33.84999995122594,2,0.989434778690338,14433,149,same_front,840,0.7095828056335449,0.6233667731285095,14401,117,13,0.0,-1,-1,0,8671,840,1.0,-1,0.0,-1,0.0,-1,0.0,841,1.0,-1,0.0,0.6233667731285095,0.7095828056335449,0.7095828056335449,0.7366974353790283,0.57667475938797,0.0
nat_40_001270_015229,40,1270,1,15229,15378,15229,4,28.220142828241883,4,0.9887866973876952,15378,149,same_front,1265,0.7003969550132751,0.5348594188690186,15229,0,12,0.0,-1,-1,0,103384,1265,0.9266666666666666,1274,1.0,-1,0.0,-1,0.0,1260,0.7133333333333334,1269,1.0,0.5348594188690186,0.7003969550132751,0.7003969550132751,0.6120195388793945,0.5318351984024048,0.0
nat_44_002477_028516,44,2477,1,28516,28665,28516,4,33.07000120676849,2,0.9886196851730348,28665,149,same_front,2476,0.6153646111488342,0.5296276807785034,28575,59,8,0.0,-1,-1,0,118077,2476,1.0,-1,0.0,-1,0.0,-1,0.0,2475,1.0,-1,0.0,0.5296276807785034,0.6153646111488342,0.6153646111488342,0.5158812403678894,0.481911689043045,0.0
nat_49_001714_021537,49,1714,2,21537,21686,21537,6,30.84000015258789,4,0.988563060760498,21686,149,same_rear,1717,0.7075392603874207,0.5355512499809265,21607,70,8,0.0,-1,-1,0,135399,1705,0.5533333333333333,1717,1.0,-1,0.0,-1,0.0,1710,0.8733333333333333,1713,1.0,0.5355512499809265,0.7075392603874207,0.7075392603874207,0.9584941864013672,0.5928753018379211,0.0
nat_47_000410_003952,47,410,2,3952,4101,3952,7,24.24016684976513,3,0.9885563254356384,4101,149,same_front,408,0.6686519980430603,0.5325078368186951,4101,149,11,0.0,-1,-1,0,126748,408,1.0,-1,0.0,407,1.0,-1,0.0,399,1.0,-1,0.0,0.5325078368186951,0.6686519980430603,0.6686519980430603,0.607276201248169,0.486452966928482,0.0
nat_50_000722_009426,50,722,2,9426,9575,9426,6,37.09038974343054,2,0.9880951642990112,9575,149,same_front,721,0.6539042592048645,0.5679274201393127,9569,143,7,0.0,-1,-1,0,136703,721,1.0,-1,0.0,-1,0.0,-1,0.0,720,1.0,-1,0.0,0.5679274201393127,0.6539042592048645,0.6539042592048645,0.9650550484657288,0.57667475938797,0.0
nat_28_001019_012953,28,1019,2,12953,13102,12953,6,31.25003999997559,4,0.9880324006080629,13102,149,same_rear,1021,0.702294111251831,0.5303614139556885,13006,53,2,0.0,-1,-1,0,66508,1020,0.7466666666666667,1021,1.0,-1,0.0,-1,0.0,1011,0.42,1026,1.0,0.5303614139556885,0.702294111251831,0.702294111251831,0.6389064192771912,0.6006389856338501,0.0
nat_35_001566_021289,35,1566,2,21289,21438,21289,6,32.11045062277055,2,0.988024652004242,21438,149,same_front,1563,0.6373763680458069,0.5514935255050659,21395,106,7,0.3219509720802307,1568,21305,0,88626,1563,1.0,-1,0.0,-1,0.0,-1,0.0,1565,1.0,-1,0.0,0.5514935255050659,0.6373763680458069,0.6373763680458069,0.9327420592308044,0.5530348420143127,0.0
nat_52_001976_023621,52,1976,1,23621,23770,23621,4,34.26011653500469,2,0.988010585308075,23770,149,same_front,1974,0.6289151906967163,0.5430853962898254,23621,0,4,0.0,-1,-1,0,143830,1974,1.0,-1,0.0,-1,0.0,-1,0.0,1973,1.0,-1,0.0,0.5430853962898254,0.6289151906967163,0.6289151906967163,0.5279850959777832,0.5928753018379211,0.0
nat_10_000383_006030,10,383,2,6030,6179,6030,6,40.19161093593002,2,0.9880048036575316,6179,149,same_front,382,0.6140809655189514,0.5283533334732056,6107,77,5,0.0,-1,-1,0,12225,382,1.0,-1,0.0,-1,0.0,-1,0.0,374,1.0,-1,0.0,0.5283533334732056,0.6140809655189514,0.6140809655189514,0.6517910957336426,0.57667475938797,0.0
nat_57_000642_009294,57,642,2,9294,9443,9294,6,33.709999084472656,2,0.9877647757530212,9443,149,same_front,640,0.6471013426780701,0.5611616969108582,9294,0,9,0.6565232276916504,644,9306,1,156204,640,1.0,-1,0.0,-1,0.0,-1,0.0,638,1.0,-1,0.0,0.5611616969108582,0.6471013426780701,0.6471013426780701,0.960977017879486,0.4565955698490143,0.0
nat_14_002377_023442,14,2377,2,23442,23591,23442,6,33.830055038220124,4,0.9875235557556152,23591,149,same_front,2373,0.6633139848709106,0.5307497382164001,23519,77,8,0.0,-1,-1,0,30328,2373,0.96,2381,1.0,-1,0.0,-1,0.0,2372,1.0,2379,1.0,0.5307497382164001,0.6638562083244324,0.6638562083244324,0.9610634446144104,0.5220456719398499,0.0
nat_23_001208_021795,23,1208,2,21795,21944,21795,6,32.99785766964941,2,0.9874328374862672,21944,149,left_front,1207,0.6389627456665039,0.5530703067779541,21853,58,5,0.4855762422084808,1210,21944,0,42603,1203,1.0,-1,0.0,1207,1.0,-1,0.0,-1,0.0,-1,0.0,0.5530703067779541,0.6389627456665039,0.6389627456665039,0.5799955725669861,0.8305156826972961,0.0
nat_12_000875_006617,12,875,2,6617,6766,6617,6,29.060138832449084,2,0.9869745373725892,6766,149,same_front,874,0.6310580372810364,0.5452144742012024,6617,0,12,0.0,-1,-1,0,17623,874,1.0,-1,0.0,-1,0.0,-1,0.0,873,1.0,-1,0.0,0.5452144742012024,0.6310580372810364,0.6310580372810364,0.5301979780197144,0.6998024582862854,0.0
nat_55_000261_002723,55,261,1,2723,2872,2723,4,28.66008533228232,3,0.9867001175880432,2872,149,same_front,259,0.6681588292121887,0.532019317150116,2724,1,10,0.0,-1,-1,0,150646,259,1.0,-1,0.0,-1,0.0,-1,0.0,258,1.0,262,1.0,0.532019317150116,0.6681588292121887,0.6681588292121887,0.9544556140899658,0.5318351984024048,0.0
nat_50_000896_011832,50,896,2,11832,11981,11832,6,33.090122545843045,2,0.9866612553596495,11981,149,same_front,894,0.6241757869720459,0.5383773446083069,11832,0,4,0.0,-1,-1,0,136928,894,1.0,-1,0.0,-1,0.0,-1,0.0,892,1.0,-1,0.0,0.5383773446083069,0.6241757869720459,0.6241757869720459,0.9628918766975404,0.511957049369812,0.0
nat_56_001623_021422,56,1623,2,21422,21571,21422,6,31.541156569746445,2,0.9866032600402832,21571,149,same_front,1621,0.6454789042472839,0.5595484375953674,21422,0,7,0.0,-1,-1,0,155245,1621,1.0,-1,0.0,-1,0.0,-1,0.0,1617,1.0,-1,0.0,0.5595484375953674,0.6454789042472839,0.6454789042472839,0.9576351046562196,0.6270437836647034,0.0
nat_47_000166_001403,47,166,1,1403,1552,1403,3,30.68013231272365,3,0.9865732192993164,1552,149,same_front,164,0.69866943359375,0.5622738003730774,1403,0,12,0.0,-1,-1,0,126375,164,1.0,-1,0.0,162,1.0,-1,0.0,165,1.0,-1,0.0,0.5622738003730774,0.69866943359375,0.69866943359375,0.9576187133789062,0.57667475938797,0.0
nat_18_000264_005715,18,264,2,5715,5864,5715,5,34.540000915527344,2,0.9865443110466005,5864,149,same_front,262,0.6776951551437378,0.5916030406951904,5864,149,8,0.0771680399775505,265,5862,0,35092,262,1.0,-1,0.0,-1,0.0,-1,0.0,260,1.0,-1,0.0,0.5916030406951904,0.6776951551437378,0.6776951551437378,0.9558627605438232,0.5318351984024048,0.0
nat_37_000104_001082,37,104,1,1082,1231,1082,3,37.67096577012775,1,0.9864460229873656,1231,149,same_front,102,0.7140303254127502,0.7140303254127502,1229,147,3,0.0,-1,-1,0,93079,102,1.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,0.7140303254127502,0.7140303254127502,0.7140303254127502,0.6854478120803833,0.6734427213668823,0.0
nat_53_001274_014285,53,1274,1,14285,14434,14285,4,31.690057334255663,4,0.9863461852073668,14434,149,same_front,1273,0.7043502926826477,0.5323956608772278,14378,93,9,0.0,-1,-1,0,145691,1273,1.0,1285,1.0,-1,0.0,-1,0.0,1267,0.8866666666666667,1275,1.0,0.5323956608772278,0.7043502926826477,0.7043502926826477,0.7274787425994873,0.6155324578285217,0.0
nat_34_000185_002101,34,185,2,2101,2250,2101,6,34.96000051467855,2,0.9863103628158568,2250,149,same_front,183,0.6624687314033508,0.5764479041099548,2250,149,8,0.0,-1,-1,0,84025,183,1.0,-1,0.0,-1,0.0,-1,0.0,178,1.0,-1,0.0,0.5764479041099548,0.6624687314033508,0.6624687314033508,0.5570029616355896,0.55951988697052,0.0
nat_01_000049_000973,1,49,1,973,1122,973,3,33.47043294781943,2,0.9856831431388856,1122,149,same_front,48,0.6436477303504944,0.5577277541160583,973,0,7,0.0,-1,-1,0,47,48,1.0,-1,0.0,-1,0.0,-1,0.0,45,1.0,-1,0.0,0.5577277541160583,0.6436477303504944,0.6436477303504944,0.963005781173706,0.5318351984024048,0.0
nat_39_000617_008649,39,617,2,8649,8798,8649,6,30.410059038407727,4,0.9855088591575624,8798,149,same_front,616,0.7290824055671692,0.5568896532058716,8649,0,6,0.0,-1,-1,0,99570,616,1.0,622,1.0,-1,0.0,-1,0.0,614,1.0,619,1.0,0.5568896532058716,0.7290824055671692,0.7290824055671692,0.9300136566162108,0.5336120128631592,0.0
nat_42_001700_018498,42,1700,1,18498,18647,18498,4,32.42000433797626,3,0.9855059385299684,18647,149,same_front,1698,0.702023983001709,0.5656037926673889,18647,149,10,0.0,-1,-1,0,110531,1698,1.0,-1,0.0,-1,0.0,-1,0.0,1695,1.0,1701,1.0,0.5656037926673889,0.702023983001709,0.702023983001709,0.6616992354393005,0.5848900079727173,0.0
nat_42_000867_009087,42,867,2,9087,9236,9087,7,28.055675693302923,6,0.9854474067687988,9236,149,left_front,871,0.8031834363937378,0.5802217721939087,9198,111,12,0.0,-1,-1,0,109329,866,1.0,870,1.0,871,1.0,873,1.0,864,1.0,877,1.0,0.5802217721939087,0.8031834363937378,0.8031834363937378,0.96416038274765,0.917936146259308,0.0
nat_37_001491_020222,37,1491,2,20222,20371,20222,6,29.31999969482422,2,0.9854359030723572,20371,149,same_front,1488,0.6658231616020203,0.5797858834266663,20222,0,7,0.0,-1,-1,0,94918,1488,1.0,-1,0.0,-1,0.0,-1,0.0,1489,1.0,-1,0.0,0.5797858834266663,0.6658231616020203,0.6658231616020203,0.9632805585861206,0.5015576481819153,0.0
nat_53_001273_014276,53,1273,1,14276,14425,14276,4,31.430102118559265,4,0.9852895140647888,14425,149,same_rear,1274,0.7043502926826477,0.5336275696754456,14378,102,9,0.0,-1,-1,0,145689,1272,1.0,1274,1.0,-1,0.0,-1,0.0,1267,0.9466666666666668,1275,1.0,0.5336275696754456,0.7043502926826477,0.7043502926826477,0.7274787425994873,0.6155324578285217,0.0
nat_46_001215_013168,46,1215,2,13168,13317,13168,6,24.46016466038295,2,0.9848541021347046,13317,149,same_front,1214,0.6286194920539856,0.5427916049957275,13216,48,11,0.2578415274620056,1218,13313,0,123810,1214,1.0,-1,0.0,-1,0.0,-1,0.0,1213,1.0,-1,0.0,0.5427916049957275,0.6286194920539856,0.6286194920539856,0.5516123175621033,0.5336120128631592,0.0
nat_09_000277_005081,9,277,1,5081,5230,5081,4,40.76635700197637,2,0.9848109483718872,5230,149,same_front,274,0.614841639995575,0.529108464717865,5081,0,3,0.0,-1,-1,0,10618,274,1.0,-1,0.0,-1,0.0,-1,0.0,275,1.0,-1,0.0,0.529108464717865,0.614841639995575,0.614841639995575,0.969219207763672,0.8167239427566528,0.0
nat_14_000352_002900,14,352,2,2900,3049,2900,7,35.510112373744114,2,0.9842523336410522,3049,149,same_front,351,0.6685732007026672,0.5825227499008179,2900,0,5,0.0,-1,-1,0,27019,351,1.0,-1,0.0,-1,0.0,-1,0.0,348,1.0,-1,0.0,0.5825227499008179,0.6685732007026672,0.6685732007026672,0.5837712287902832,0.7737293839454651,0.0
nat_43_001363_015357,43,1363,1,15357,15506,15357,4,33.67047930605318,2,0.9840980172157288,15506,149,same_front,1360,0.6241313815116882,0.5383332371711731,15412,55,9,0.0968392565846443,1364,15443,0,113440,1360,1.0,-1,0.0,-1,0.0,-1,0.0,1358,1.0,-1,0.0,0.5383332371711731,0.6241313815116882,0.6241313815116882,0.9581468105316162,0.6493995785713196,0.0
nat_05_000302_006969,5,302,1,6969,7118,6969,2,24.41000189575279,1,0.984061062335968,7118,149,same_front,301,0.5431742072105408,0.5431742072105408,7039,70,5,0.0,-1,-1,0,5296,301,1.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,0.5431742072105408,0.5431742072105408,0.5431742072105408,0.4815517663955688,0.4444444477558136,0.0
nat_54_000141_001326,54,141,2,1326,1475,1326,6,27.96752836178411,2,0.9837452173233032,1475,149,same_front,138,0.6203805804252625,0.5346080660820007,1342,16,7,0.1300344169139862,142,1475,0,147444,138,1.0,-1,0.0,-1,0.0,-1,0.0,137,1.0,-1,0.0,0.5346080660820007,0.6203805804252625,0.6203805804252625,0.9578014612197876,0.8782010078430176,0.0
nat_32_001132_015774,32,1132,2,15774,15923,15774,6,28.38002734961757,4,0.9837027788162231,15923,149,same_front,1131,0.7138473987579346,0.5489389896392822,15815,41,10,0.0,-1,-1,0,80164,1131,1.0,1133,1.0,-1,0.0,-1,0.0,1126,1.0,1134,1.0,0.5489389896392822,0.7139360904693604,0.7139360904693604,0.8590590357780457,0.5682210922241211,0.0
nat_31_001011_012524,31,1011,1,12524,12673,12524,4,39.42015164404521,3,0.983448326587677,12611,87,same_front,1009,0.8343675136566162,0.697356104850769,12562,38,8,0.1481669843196869,1005,12673,0,76732,1009,1.0,-1,0.0,-1,0.0,-1,0.0,1006,1.0,1012,1.0,0.697356104850769,0.8343675136566162,0.8343675136566162,0.9651361107826232,0.650485098361969,0.0
nat_53_002086_022499,53,2086,1,22499,22648,22499,4,36.14044764369092,2,0.983443021774292,22648,149,same_front,2084,0.6377350687980652,0.5518500208854675,22632,133,4,0.0,-1,-1,0,146810,2084,1.0,-1,0.0,-1,0.0,-1,0.0,2083,1.0,-1,0.0,0.5518500208854675,0.6377350687980652,0.6377350687980652,0.631683349609375,0.6006389856338501,0.0
nat_13_002046_018404,13,2046,2,18404,18553,18404,6,30.29013462273304,2,0.983384132385254,18553,149,same_front,2045,0.6265866756439209,0.5407721400260925,18553,149,10,0.0093295564875006,2049,18517,0,24896,2045,1.0,-1,0.0,-1,0.0,-1,0.0,2043,1.0,-1,0.0,0.5407721400260925,0.6265866756439209,0.6265866756439209,0.5267674922943115,0.5848900079727173,0.0
nat_45_000249_002795,45,249,1,2795,2944,2795,2,24.830163032325952,2,0.9827704429626464,2944,149,same_front,247,0.6189183592796326,0.5331560969352722,2895,100,9,0.0,-1,-1,0,118461,247,1.0,-1,0.0,241,1.0,-1,0.0,-1,0.0,-1,0.0,0.5331560969352722,0.6189183592796326,0.6189183592796326,0.5198933482170105,0.5220456719398499,0.0
nat_43_001181_013510,43,1181,1,13510,13659,13510,4,29.590547629821355,2,0.9825922846794128,13659,149,same_front,1179,0.6179661154747009,0.5322105288505554,13624,114,10,0.2760571539402008,1185,13659,0,113168,1179,1.0,-1,0.0,-1,0.0,-1,0.0,1178,1.0,-1,0.0,0.5322105288505554,0.6179661154747009,0.6179661154747009,0.5102417469024658,0.6006389856338501,0.0
nat_57_000792_011210,57,792,1,11210,11359,11210,3,35.69013872170837,2,0.9825188517570496,11359,149,same_front,790,0.6198288202285767,0.5340601801872253,11295,85,6,0.0,-1,-1,0,156375,790,1.0,-1,0.0,-1,0.0,-1,0.0,787,1.0,-1,0.0,0.5340601801872253,0.6198288202285767,0.6198288202285767,0.8613219857215881,0.5084894895553589,0.0
nat_39_002020_027568,39,2020,2,27568,27717,27568,6,38.02999877929688,2,0.9823675155639648,27717,149,same_front,2018,0.6442952156066895,0.5583714842796326,27712,144,4,0.0,-1,-1,0,101457,2018,1.0,-1,0.0,-1,0.0,-1,0.0,2017,1.0,-1,0.0,0.5583714842796326,0.6442952156066895,0.6442952156066895,0.6179803609848022,0.490835040807724,0.0
nat_55_002013_024266,55,2013,2,24266,24415,24266,6,31.28019410036345,4,0.9823365211486816,24415,149,same_front,2012,0.7038885951042175,0.5319388508796692,24266,0,5,0.0,-1,-1,0,153007,2012,1.0,2014,1.0,-1,0.0,-1,0.0,2010,1.0,2015,1.0,0.5319388508796692,0.7038885951042175,0.7038885951042175,0.6147887110710144,0.6006389856338501,0.0
nat_40_001289_015388,40,1289,1,15388,15537,15388,4,32.44030072149529,4,0.9821758270263672,15537,149,same_front,1287,0.6549805998802185,0.5373189449310303,15443,55,10,0.0,-1,-1,0,103415,1287,1.0,1291,1.0,-1,0.0,-1,0.0,1285,1.0,1288,1.0,0.5373189449310303,0.6573601365089417,0.6573601365089417,0.9408367276191713,0.9083598852157592,0.0
nat_19_000666_015911,19,666,2,15911,16060,15911,5,25.14028578419267,4,0.9819574356079102,16060,149,same_rear,670,0.6975144147872925,0.525634229183197,15912,1,3,0.0,-1,-1,0,36354,665,1.0,670,1.0,-1,0.0,-1,0.0,662,1.0,667,1.0,0.525634229183197,0.6975144147872925,0.6975144147872925,0.9496868252754213,0.5928753018379211,0.0
nat_41_000539_006185,41,539,1,6185,6334,6185,3,30.6105298446188,3,0.9817963242530824,6334,149,same_front,534,0.7099825739860535,0.5735066533088684,6324,139,18,0.0,-1,-1,0,105598,534,1.0,-1,0.0,536,1.0,-1,0.0,535,1.0,-1,0.0,0.5735066533088684,0.7099825739860535,0.7099825739860535,0.957181990146637,0.6429846286773682,0.0
nat_52_000444_005115,52,444,1,5115,5264,5115,4,32.27009962091505,2,0.9812166690826416,5264,149,same_front,443,0.6362015604972839,0.550325870513916,5115,0,10,0.0,-1,-1,0,141940,443,1.0,-1,0.0,-1,0.0,-1,0.0,435,1.0,-1,0.0,0.550325870513916,0.6362015604972839,0.6362015604972839,0.5517382025718689,0.490835040807724,0.0
nat_40_001265_015169,40,1265,1,15169,15318,15169,4,29.430491296668063,4,0.9811400771141052,15318,149,same_rear,1270,0.7015596032142639,0.5296348929405212,15227,58,12,0.0,-1,-1,0,103379,1262,1.0,1270,1.0,-1,0.0,-1,0.0,1260,1.0,1269,1.0,0.5296348929405212,0.7015596032142639,0.7015596032142639,0.6134151816368103,0.6006389856338501,0.0
nat_39_000193_002680,39,193,1,2680,2829,2680,4,34.65572832501724,2,0.9803820252418518,2829,149,same_front,192,0.6420013904571533,0.5560909509658813,2680,0,10,0.0,-1,-1,0,99047,192,1.0,-1,0.0,-1,0.0,-1,0.0,190,1.0,-1,0.0,0.5560909509658813,0.6420013904571533,0.6420013904571533,0.9620779752731324,0.7772952318191528,0.0
nat_23_001210_021960,23,1210,2,21960,22109,21960,5,32.740056657034785,2,0.9800125360488892,22109,149,same_front,1208,0.6116949319839478,0.5259848833084106,22010,50,5,0.0,-1,-1,0,42608,1208,1.0,-1,0.0,-1,0.0,-1,0.0,1203,1.0,-1,0.0,0.5259848833084106,0.6116949319839478,0.6116949319839478,0.6745880842208862,0.6226770877838135,0.0
nat_46_001245_013577,46,1245,1,13577,13726,13577,4,30.48377883538108,4,0.9791557192802428,13726,149,same_front,1244,0.7120088934898376,0.5916417837142944,13577,0,3,0.0,-1,-1,0,123862,1244,1.0,1251,1.0,-1,0.0,-1,0.0,1240,0.88,1248,1.0,0.5916417837142944,0.7120088934898376,0.7120088934898376,0.9589495658874512,0.511957049369812,0.0
nat_41_000183_001916,41,183,1,1916,2065,1916,3,37.170107127637415,3,0.9789668321609496,2065,149,same_front,181,0.662015438079834,0.5259354114532471,1983,67,9,0.0,-1,-1,0,105110,181,1.0,-1,0.0,174,1.0,-1,0.0,175,1.0,-1,0.0,0.5259354114532471,0.662015438079834,0.662015438079834,0.5422732830047607,0.6828411817550659,0.0
